No.,자음그룹,한자,대표훈음,원획수,뜻풀이(원문),자원오행,원본페이지,비고
3131,"만,반",娩,낳을 만/반,10,"낳다, 해산하다, 순박하다, 유순하다. 아양떨다, 아리땁다, 뛰다, 번식할 반.",土,129,
3132,만,貫,꿸 관,11,"꿰다, 뚫다, 이루다, 달성하다. 돈 꾸러미, 조리, 통과하다, 당길 만",金,44,
3133,만,挽,당길 만,11,"당기다, 잡아당기다, 끌다, 말다. 말아올리다, 찌다, 애도하다.",木,129,옥편10획
3134,만,曼,길게끌 만,11,"길게끌다, 길다, 멀다, 곱다, 가볍다. 아름답다, 없다, 만연하다, 흐릿한 모양",火,129,
3135,만,晚,늦을 만,12,"늦다, 저물다, 늙다, 쇠하다, 노년. 해질녘, 황혼, 저녁, 늦은밤, 깊은밤",火,129,
3136,만,晩,늦을 만,12,"늦다(시간적으로 뒤떨어짐). 저녁, 밤과 관련됨(밤때, 늦은 시간)",火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
3137,만,睌,보는 모양 만,12,겁없이볼. 보는 모양 만,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3138,"만,문",脕,흠치르르할 만,13,예쁠. 흠치르르할 만. 싹 틀 문,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3139,만,輓,끌 만,14,"끌다, 끌어당기다, 실어나르다. 애도하다, 늦다, 애도할 만.",火,129,
3140,만,墁,흙손 만,14,"흙손, 바르다, 칠하다.",土,129,
3141,"만,원",嫚,업신여길 만/원,14,"업신여기가, 깔보다, 더럽히다. 음란하데 굴다, 욕보이다, 아름답다.",土,130,
3142,만,幔,막 만,14,"막, 장막, 천막. 장식이 없는 수레.",木,130,
3143,만,萬,일만 만,15,"일만, 매우 많은, 여럿, 많다. 대단히, 성의 하나, 현 이름.",木,130,옥편13획
3144,만,滿,찰 만,15,"차다, 가득차 있다, 가득하다, 교만하다. 풍족하다, 흡족하다, 꽉 채우다.",水,130,옥편14획
3145,만,慢,거만할 만,15,"거만하다, 오만하다, 게으르다, 거칠다. 방종하다, 업신여기다, 느슨하다.",火,130,옥편14획
3146,만,漫,흩어질 만,15,"흩어지다, 질펀하다, 방종하다, 넓다. 가득차다, 넘치다, 더럽다, 일다.",水,130,옥편14획
3147,"만,문,랑",樠,송진 만,15,나무진나올. 송진 만. 송진 문. 나무 이름 랑(낭),水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3148,만,槾,흙손 만,15,평고대. 흙손 만,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3149,"만,문",瞞,속일 만/문,16,"속이다, 게슴츠레하다, 감다, 어둡다. 흐리다, 평평한눈, 부끄러워할 문.",木,130,
3150,만,縵,무늬없는비단 만,17,"명주, 악기줄, 휘장, 무늬가 없다. 합주하다, 두르다, 에워싸다, 완만하다.",木,130,
3151,만,蔓,덩굴 만,17,"덩굴, 덩귤지다, 퍼지다. 뻗다, 감다.",木,130,옥편15획
3152,만,䊡,밥의 윤기 만,17,만. 밥의 윤기 만. 만두 만,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
3153,만,鄤,땅 이름 만,17,땅이름. 땅 이름 만,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3154,"만,반",蹣,넘을 만/반,18,"넘다, 뛰어넘다, 비틀거리다. 빙돌아가는 모양, 비틀거릴 반.",土,130,
3155,"만,면",謾,속일 만/면,18,"속이다, 헐뜯다, 느리다, 검내다. 아득하다, 업신여기다, 넓다, 속일 면.",金,130,
3156,만,鏋,금 만,19,"금, 순금, 금정틀. (구덩이의 길이와 너비를 재는 틀)",金,130,
3157,만,鏝,흙손 만,19,"흙손(벽을 바르는데 쓰는 도구). 날이 없는 창(무기의 하나), 돈의 배면",金,130,
3158,만,饅,만두 만,20,만두.,水,130,
3159,만,鬘,머리장식 만,21,"머리의 장식, 가발, 장식품, 아름답다. 머리털의 아름다운 모양.",火,130,
3160,만,鰻,뱀장어 만,22,뱀장어.,水,130,
3161,"만,란,난",巒,뫼 만/란(난),22,"산, 둥근봉우리, 산등성이. 산 작고 뾰족하다, 뫼 란(난)",土,130,
3162,만,彎,굽을 만,22,"굽다, 당기다. 화살을 활시위에 에다.",火,130,
3163,만,蠻,오랑캐 만,25,"오랑캐, 모멸하다, 업신여기다, 거칠다. 난폭하다, 사리를 분별하지 못하다.",水,130,
3164,"만,탄",灣,물굽이 만/탄,26,"물굽이, 만, 정박시키다. 물에 적셨다 말릴 탄.",水,130,옥편25획
3165,말,末,끝 말,5,"끝, 마지막, 말세, 늘그막, 신하, 백성. 마침내, 드디어, 천하다, 얇다, 없다.",木,131,
3166,말,帕,머리띠 말,8,"머리띠, 머리동이, 싸다, 싸매다. 머리띠 파, 휘장 첩.",木,131,
3167,말,妺,여자의 자 말,8,계집이름. 여자의 자 말,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류 및 자동추출 실패로 수동 확인하여 반영함"
3168,말,抹,지울 말,9,"지우다, 바르다, 칠하다, 쓰다듬다. 문지르다, 지나가다, 통과하다, 얄똑.",木,131,
3169,말,沫,물거품 말,9,"물거품, 침, 침방울, 거품이 일다. 말다, 그만두다.",木,131,옥편8획
3170,말,秣,꼴 말,10,"꼴-소나 말에게 먹이는 풀. 말먹이, 말을 먹이다.",木,131,
3171,"말,끗",秣,끝 말/끗,10,끝. 끝 끗,水,131,
3172,"말,끗",唜,끝 말,10,끝 말. 끝 끗,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
3173,말,茉,말리 말,11,"말리, 자스민.",木,131,옥편9획
3174,말,靺,말갈 말,14,"말갈, 오랑캐 이름. 버선.",金,131,
3175,말,襪,버선 말,21,"버선, 족의, 허리띠. 여자들의 허리에 두르는 넓은 띠.",木,131,옥편20획
3176,"망,무",亡,망할 망/무,3,"망하다, 멸망하다, 도망하다, 없어지다. 죽다, 잊다, 잃다, 고인이 된, 없을 무","水,火",131,
3177,망,妄,허망할 망,6,"망령되다, 허망하다, 헛되다, 속이다. 잊다, 잊어버리다, 거짓, 제멋대로.",木,131,
3178,망,忙,바쁠 망,7,"바쁘다, 분주하다, 급하다, 일이 많다. 조급하다, 초조하다, 애타다, 빠르다.",火,131,옥편6획
3179,망,忘,잊을 망,7,"잊다, 망령되다, 건망증, 상실하다. 기억하지 못하다, 잃어버리다, 없다.",水,131,
3180,망,汒,급할 망,7,"황급하다, 아득하다, 망연하다. 총급하다, 경황이 없다, 물이 질펀하다.",水,131,옥편6획
3181,망,罔,그물 망,8,"그물, 조직, 계통, 포위망, 속이다. 없다, 넘보다, 엮다, 얽다, 그물질.",木,131,
3182,"망,황",芒,가시 망/황,9,"가시, 비늘, 억새, 까끄라기, 북망산. 빛, 빛살, 어둡다, 광대하다, 황홀할 황.",木,131,옥편7획
3183,망,邙,북망산 망,10,"북망산, 뫼, 산 이름, 읍 이름.",土,131,옥편6획
3184,망,望,바랄 망,11,"바라다, 기다리다, 기대하다, 희망하다. 그리워하다, 바라보다, 망보다, 보름.",水,131,
3185,"망,황",茫,아득할 망/황,12,"아득하다, 드넓다, 망망하다, 갑자기. 흐릿하다, 밍하다. 황홀할 황.",木,131,옥편10획
3186,"망,무",莽,우거질 망/무,12,"우거지다, 거칠다, 넓다, 광활하다. 크다, 멀다, 아득하다, 숲 우거질 무.",木,131,옥편10획
3187,망,惘,심심할 망,12,"심심하다, 멍하다, 황급하다. 멍한 모양.",火,132,옥편11획
3188,망,朢,바랄 망,13,"바라다, 기다리다, 기대하다, 희망하다. 그리워하다, 바라보다, 망보다, 보름.",水,132,望과 同字
3189,망,網,그물 망,14,"그물, 조직, 계통, 포위망, 속이다. 없다, 넘보다, 엮다, 얽다, 그물질.",木,132,罔과 通字
3190,망,輞,바퀴테 망,15,수레바퀴의 테두리.,火,132,
3191,망,漭,넓을 망,15,"넓다, 평평하고 넓다. 어둑어둑하다.",水,132,옥편14획
3192,망,魍,도깨비 망,18,"도깨비. 산수, 목석의 정기가 엉켜서 된 요괴.",火,132,
3193,매,每,매양 매,7,"매양, 늘, 마다, 비록. 탐내다, 우거지다.",土,132,
3194,"매,태",呆,어리석을 매/태,7,"어리석다, 미련하다, 어리버리하다. 미련할 태, 보증할 보, 책임질 보.",水,132,
3195,매,枚,날 매,8,"날개, 낱낱이, 벌리, 줄기, 채찍. 동물의 비계.",木,132,
3196,매,妹,누이 매,8,"손 아래 누이, 소녀, 여자. 사리에 어둡다.",土,132,
3197,매,眛,어두울 매,9,"날이 어둡다, 탐하다, 야둑새벽. 무릅쓰다, 별 이름, 악곡의 이름.",火,132,
3198,매,玫,붉은옥 매,9,"붉은 옥, 아름다운 돌.",金,132,옥편8획
3199,"매,회",沬,땅이름 매/회,9,"지명, 땅 이름, 물 이름. 씻다, 어둑어둑하다.",水,132,옥편8획
3200,"매,문",昧,어두울 매,9,어두울 매. 가를 문. 사람 이름 말,火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
3201,매,眜,어두울 매,10,"눈이 어둡다, 눈이 밝지 않다. 흐리다.",木,132,
3202,매,埋,매장할 매,10,"땅에 묻다, 파묻다, 메우다, 채우다. 감추다, 장사 지내다.",土,132,
3203,매,苺,딸기 매,11,"딸기, 이끼.",木,132,옥편9획
3204,매,梅,매화 매,11,"매화, 매화나무, 매실나무, 신맛. 어둡다, 희미하다, 장마.",木,132,
3205,매,寐,잠잘 매,12,"잠을 자다, 죽다, 적막강산. 곤들매기.",木,132,
3206,매,媒,중매 매,12,"중매, 중매인, 매개, 중개자, 안내. 미끼, 술밑, 중매하다, 매개하다.",土,132,
3207,매,買,살 매,12,"사다, 세내다, 고용하다, 불러오다. 자초하다, 성씨.",金,132,
3208,매,莓,딸기 매,13,"나무딸기, 나무 이름, 이끼. 풀이 무성하다.",木,133,옥편11획
3209,매,楳,매화 매,13,"매화나무, 매실나무, 신맛, 장마. 희미하다, 어둡다.",木,133,
3210,매,煤,그을음 매,13,"그을음, 석탄, 먹.",火,133,
3211,매,酶,술밑 매,14,술밑-누룩을 섞어 버무린 지에밥. 누룩-술을 빚는데 쓰는 발효제,金,133,
3212,매,勱,힘쓸 매,14,힘쓸. 힘쓸 매,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3213,"매,미",魅,"매혹할 매,미",15,"매혹하다, 홀리다, 현혹되다. 도깨비, 요괴. 도깨비 미.",火,133,
3214,매,賣,팔 매,15,"팔다, 속이다, 배신하다, 내통하다. 넓히다, 뽐내다, 자랑하다, 과시하다.",金,133,
3215,"매,미",霉,"매우 매,미",15,"매우-매실이 익어갈 무렵 오는 장마. 곰팡이, 피부병. 곰팡이 미.",水,133,
3216,매,罵,꾸짖을 매,16,"꾸짖다, 욕하다, 욕, 욕설.",木,133,옥편15획
3217,"매,정",鴊,매 정,16,매. 매 정,金,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 1차 음의 뜻풀이 누락으로 타 음(정)의 훈으로 대표훈음 대체"
3218,매,邁,갈 매,20,"가다, 지나다, 힘쓰다. 돌다, 순행하다, 늙다.",土,133,옥편17획
3219,맥,麥,보리 맥,11,"보리, 귀리, 메밀. 작은 매미, 묻다, 매장하다.",木,133,
3220,맥,脈,줄기 맥,12,"줄기, 맥, 맥박, 혈관, 혈맥, 진맥. 수로, 달리다, 달아나다.",水,133,옥편10획
3221,맥,貊,고요할 맥,12,"고요하다, 조용하다, 오랑캐, 맹수이름. 나라 이름, 북방 종족.",水,133,
3222,맥,貃,고요할 맥,13,"고요하다, 조용하다, 오랑캐, 맹수이름. 나라 이름, 북방 종족. 고조선 강원도.",水,133,
3223,맥,陌,길 맥,14,"길, 거리, 경계, 두렁길, 머리띠. 100, 성씨.",土,133,옥편9획
3224,맥,貘,짐승이름 맥,18,"짐승 이름, 맹수 이름, 표범. 북방 종족.",水,133,
3225,맥,驀,말탈 맥,21,"말을 타다, 뛰어넘다, 갑자기, 곧장. 쏜살같이, 쉬지 않고.",火,133,
3226,"맹,망",盲,"소경 맹,망",8,"소경, 장님, 눈이 멀다, 어둡다. 빠르다, 무지하다. 바라볼 망.",木,133,
3227,맹,氓,백성 맹,8,"백성, 서민.",火,133,
3228,맹,甿,백성 맹,8,"백성, 농부, 서민. 무지한 백성.",土,133,
3229,맹,孟,맏 맹,8,"맏, 첫, 처음, 맏이, 우두머리, 크다. 맹자, 힘쓰다, 애쓰다, 과격하다, 그물",水,133,
3230,맹,虻,등에 맹,9,"등에, 새 이름, 다리 한 짝.",水,134,
3231,맹,猛,사나울 맹,12,"사납다, 굳세다, 용맹스럽다, 날래다. 건장하다, 맹렬하다, 강하다, 엄격하다.",土,134,옥편11획
3232,맹,盟,맹세 맹,13,"맹세, 약속, 구역, 땅 이름. 비슷한 사람끼리의 모임, 연맹.",金,134,
3233,"맹,명,몽",萌,"백성 맹/명,몽",14,"백성, 서민, 촌사람, 죽순, 움집. 비롯하다, 싹트다. 콩나물 명, 있을 몽.",木,134,옥편12획
3234,맹,甍,용마루 맹,18,"용마루, 용마루 기와, 수키와. 대마루, 싹트다.",土,134,옥편16획
3235,"멱,사",糸,가는실 멱/사,6,"가늘다, 적다, 작다, 명주실. 가는 실, 매우 적은 수, 생사.",木,177,
3236,멱,覓,찾을 멱,11,"찾다, 구하다, 결눈질.",火,134,
3237,멱,幎,덮을 멱,13,"덮다, 가리다, 덮어 씌우다. 고르게 하다, 물건을 덮는 보.",木,134,
3238,멱,冪,덮을 멱,13,"덮다, 뒤집어쓰다, 바르다, 홈손질. 고르게 하다, 물건을 덮는 보.",木,134,원본 인쇄 16획을 수기로 13획 정정
3239,"면,문",免,"면할 면,문",7,"면하다, 벗어나다, 허가하다, 해직하다. 내치다, 힘쓰다, 노력하다. 해산할 문.",木,134,
3240,면,沔,물이름 면,8,"물 이름, 물 흐르다, 빠지다. 빠질 면",水,134,옥편7획
3241,면,眄,곁눈질 면,9,"곁눈질하다, 돌보다, 흘기다. 노려보다, 바라보다.",木,134,
3242,"면,부",俛,"힘쓸 면,부",9,"노력하다, 힘쓰다, 숙이다. 부지런히 일하는 모양, 굽히다",火,134,
3243,면,勉,힘쓸 면,9,"힘쓰다, 부진러히 일하다, 격려하다. 권하다, 권면하다, 강요하다",土,134,
3244,면,面,낯 면,9,"얼굴, 표정, 겉치레, 앞, 대면하다. 등지다, 향하다, 밀가루 면.",火,134,
3245,"면,민",眠,"잘 면,민",10,"휴식하다, 가로놓다, 진하다, 중독되다. 눈을 감고 잔다, 볼 민.",木,134,
3246,면,冕,면류관 면,11,"면류관, 제왕의 정복. (관을)쓰다","土,木",134,
3247,면,棉,목화 면,12,목화,木,134,
3248,면,湎,빠질 면,13,"번천하다, 흘러 옮기다. 빠지다, 술에 빠지다.",水,134,옥편12획
3249,면,愐,부끄러워할 면,13,생각할. 부끄러워할 면,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3250,면,綿,솜 면,14,"이어지다, 연속하다, 감기다, 걸치다. 퍼지다, 약하다, 멀다, 아득하다.",木,134,
3251,면,葂,사람 이름 면,14,사람이름. 사람 이름 면,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3252,면,緬,멀 면,15,"생각하다, 멀다, 아득하다, 가는 실. 나라 이름",木,134,
3253,면,麪,밀가루 면,15,"밀가루, 국수, 보릿가루.",木,135,
3254,"면,묘",緜,"햇솜 면,묘",15,"이어지다, 두르다, 퍼지다, 멀다. 공략하다, 새우는 소리, 깃 술 묘.",木,135,
3255,면,䛲,속일 면,15,면. 속일 면,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
3256,면,麵,밀가루 면,20,"밀가루, 국수, 보릿가루",木,135,
3257,멸,滅,꺼질 멸,14,"꺼지다, 없어지다, 다하다, 빠지다. 빠뜨리다, 숨기다, 잠기다, 멸하다.",水,135,옥편13획
3258,멸,蔑,업신여길 멸,17,"업신여기다, 모독하다, 더럽히다, 깎다. 버리다, 속이다, 어둡다, 멸하다.",木,135,옥편15획
3259,멸,篾,대껍질 멸,17,"얕보다, 경시하다. 대껍질, 대이름.",木,135,
3260,멸,衊,업신여길 멸,21,"버리다, 더럽히다, 업신여기다, 깎다. 속이다, 욕되게하다, 멸하다.",木,135,
3261,명,皿,그릇 명,5,"그릇, 접시. 그릇덮개.",土,135,옥편5획
3262,명,名,이름 명,6,"이름나다, 훌륭하다. 명분, 공적. 이름, 평판, 소문, 외관, 외형, 글자",水,135,
3263,명,命,목숨 명,8,"명령하다, 가르치다, 이름을 붙이다. 성질, 천성, 언약, 규칙, 생명, 성질.",水,135,
3264,명,明,밝을 명,8,"똑똑하다, 밝히다, 밝고 환한 모양. 갖추어지다, 깨끗하다, 날세다, 새벽",火,135,
3265,명,眀,밝을 명,9,"똑똑하다, 밝히다, 갖추어지다, 희다. 깨끗하다, 날새다, 질서가 서다.",木,135,
3266,"명,면",冥,어두울 명/면,10,"어리다, 어리석다, 어둡다. 잠기다, 미혹되다, 어두울 면.",木,135,
3267,명,洺,강이름 명,10,"강이름, 고을 이름. 하남성에서 발원하는 강.",水,135,옥편9획
3268,명,茗,차싹 명,12,"높은 모양, 차의 싹, 늦게 딴 차. 술에 취하다, 차나무, 높은 모양.",木,135,옥편10획
3269,명,榠,홈통 명,12,"홈통, 절 이름. 물이 흐르거나 타고내리도록 만든 물건",木,135,
3270,"명,홈",椧,나무로 만든 홈통 명,12,"나무로 만든 홈통, 물받이(목재 홈통). 배수나 관리를 위해 만든 목제 구조물의 홈, 도리(이음, 흐름 조절용)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
3271,명,酩,술취할 명,13,술 취하다. 단술(감주),金,135,
3272,명,詺,이름 붙일 명,13,기록할. 이름 붙일 명,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
3273,명,鳴,울 명,14,"날리다, 말하다, 부르다, 이야기하다. (새가)울다, 울리다, (소리를)내다.",火,135,
3274,명,暝,저물 명,14,"저물다, (잠을)자다, 밤. (날이)어둡다, (해가)지다.",火,135,
3275,명,愹,너그러울 명,14,"(마음이)너그럽다. (생각이)깊다, 심원하다.",火,135,옥편13획
3276,명,銘,새길 명,14,"기록하다, 새기다, 명심하다. 조각하다, 금석에 새긴 글자.",金,136,
3277,"명,멱",溟,바다 명/멱,14,"아득하다, 광대하여 끝이 없는 모양. 어둡다, 가랑비 오는 모양 멱.",水,136,옥편13획
